Country Name,Indicator Name,Year,Value
Germany,Poverty headcount ratio at national poverty lines (% of population),1995,
Denmark,Poverty headcount ratio at national poverty lines (% of population),1995,
Ghana,Poverty headcount ratio at national poverty lines (% of population),1995,
Japan,Poverty headcount ratio at national poverty lines (% of population),1995,
Poland,Poverty headcount ratio at national poverty lines (% of population),1995,
United States,Poverty headcount ratio at national poverty lines (% of population),1995,
South Africa,Poverty headcount ratio at national poverty lines (% of population),1995,31.0
Chile,Poverty headcount ratio at national poverty lines (% of population),1996,23.2
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),1996,21.5
Germany,Poverty headcount ratio at national poverty lines (% of population),1996,
Denmark,Poverty headcount ratio at national poverty lines (% of population),1996,
Ghana,Poverty headcount ratio at national poverty lines (% of population),1996,
Japan,Poverty headcount ratio at national poverty lines (% of population),1996,
Poland,Poverty headcount ratio at national poverty lines (% of population),1996,
United States,Poverty headcount ratio at national poverty lines (% of population),1996,
South Africa,Poverty headcount ratio at national poverty lines (% of population),1996,
Chile,Poverty headcount ratio at national poverty lines (% of population),1997,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),1997,20.7
Germany,Poverty headcount ratio at national poverty lines (% of population),1997,
Denmark,Poverty headcount ratio at national poverty lines (% of population),1997,
Ghana,Poverty headcount ratio at national poverty lines (% of population),1997,
Japan,Poverty headcount ratio at national poverty lines (% of population),1997,
Poland,Poverty headcount ratio at national poverty lines (% of population),1997,
United States,Poverty headcount ratio at national poverty lines (% of population),1997,
South Africa,Poverty headcount ratio at national poverty lines (% of population),1997,
Chile,Poverty headcount ratio at national poverty lines (% of population),1998,21.6
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),1998,19.7
Germany,Poverty headcount ratio at national poverty lines (% of population),1998,
Denmark,Poverty headcount ratio at national poverty lines (% of population),1998,
Ghana,Poverty headcount ratio at national poverty lines (% of population),1998,39.5
Japan,Poverty headcount ratio at national poverty lines (% of population),1998,
Poland,Poverty headcount ratio at national poverty lines (% of population),1998,
United States,Poverty headcount ratio at national poverty lines (% of population),1998,
South Africa,Poverty headcount ratio at national poverty lines (% of population),1998,
Chile,Poverty headcount ratio at national poverty lines (% of population),1999,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),1999,20.6
Germany,Poverty headcount ratio at national poverty lines (% of population),1999,
Denmark,Poverty headcount ratio at national poverty lines (% of population),1999,
Ghana,Poverty headcount ratio at national poverty lines (% of population),1999,
Japan,Poverty headcount ratio at national poverty lines (% of population),1999,
Poland,Poverty headcount ratio at national poverty lines (% of population),1999,16.0
United States,Poverty headcount ratio at national poverty lines (% of population),1999,
South Africa,Poverty headcount ratio at national poverty lines (% of population),1999,
Chile,Poverty headcount ratio at national poverty lines (% of population),2000,36.0
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2000,20.6
Germany,Poverty headcount ratio at national poverty lines (% of population),2000,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2000,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2000,
Japan,Poverty headcount ratio at national poverty lines (% of population),2000,
Poland,Poverty headcount ratio at national poverty lines (% of population),2000,16.0
United States,Poverty headcount ratio at national poverty lines (% of population),2000,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2000,38.0
Chile,Poverty headcount ratio at national poverty lines (% of population),2001,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2001,20.3
Germany,Poverty headcount ratio at national poverty lines (% of population),2001,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2001,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2001,
Japan,Poverty headcount ratio at national poverty lines (% of population),2001,
Poland,Poverty headcount ratio at national poverty lines (% of population),2001,15.6
United States,Poverty headcount ratio at national poverty lines (% of population),2001,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2001,
Chile,Poverty headcount ratio at national poverty lines (% of population),2002,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2002,20.6
Germany,Poverty headcount ratio at national poverty lines (% of population),2002,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2002,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2002,
Japan,Poverty headcount ratio at national poverty lines (% of population),2002,
Poland,Poverty headcount ratio at national poverty lines (% of population),2002,16.6
United States,Poverty headcount ratio at national poverty lines (% of population),2002,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2002,
Chile,Poverty headcount ratio at national poverty lines (% of population),2003,35.4
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2003,18.5
Germany,Poverty headcount ratio at national poverty lines (% of population),2003,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2003,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2003,
Japan,Poverty headcount ratio at national poverty lines (% of population),2003,
Poland,Poverty headcount ratio at national poverty lines (% of population),2003,
United States,Poverty headcount ratio at national poverty lines (% of population),2003,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2003,
Chile,Poverty headcount ratio at national poverty lines (% of population),2004,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2004,21.7
Germany,Poverty headcount ratio at national poverty lines (% of population),2004,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2004,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2004,
Japan,Poverty headcount ratio at national poverty lines (% of population),2004,
Poland,Poverty headcount ratio at national poverty lines (% of population),2004,20.5
United States,Poverty headcount ratio at national poverty lines (% of population),2004,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2004,
Chile,Poverty headcount ratio at national poverty lines (% of population),2005,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2005,21.2
Germany,Poverty headcount ratio at national poverty lines (% of population),2005,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2005,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2005,31.9
Japan,Poverty headcount ratio at national poverty lines (% of population),2005,
Poland,Poverty headcount ratio at national poverty lines (% of population),2005,19.1
United States,Poverty headcount ratio at national poverty lines (% of population),2005,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2005,66.6
Chile,Poverty headcount ratio at national poverty lines (% of population),2006,28.7
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2006,20.2
Germany,Poverty headcount ratio at national poverty lines (% of population),2006,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2006,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2006,
Japan,Poverty headcount ratio at national poverty lines (% of population),2006,
Poland,Poverty headcount ratio at national poverty lines (% of population),2006,17.3
United States,Poverty headcount ratio at national poverty lines (% of population),2006,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2006,
Chile,Poverty headcount ratio at national poverty lines (% of population),2007,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2007,16.7
Germany,Poverty headcount ratio at national poverty lines (% of population),2007,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2007,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2007,
Japan,Poverty headcount ratio at national poverty lines (% of population),2007,
Poland,Poverty headcount ratio at national poverty lines (% of population),2007,16.9
United States,Poverty headcount ratio at national poverty lines (% of population),2007,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2007,
Chile,Poverty headcount ratio at national poverty lines (% of population),2008,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2008,17.7
Germany,Poverty headcount ratio at national poverty lines (% of population),2008,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2008,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2008,
Japan,Poverty headcount ratio at national poverty lines (% of population),2008,
Poland,Poverty headcount ratio at national poverty lines (% of population),2008,17.1
United States,Poverty headcount ratio at national poverty lines (% of population),2008,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2008,62.1
Chile,Poverty headcount ratio at national poverty lines (% of population),2009,24.8
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2009,18.5
Germany,Poverty headcount ratio at national poverty lines (% of population),2009,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2009,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2009,
Japan,Poverty headcount ratio at national poverty lines (% of population),2009,
Poland,Poverty headcount ratio at national poverty lines (% of population),2009,17.6
United States,Poverty headcount ratio at national poverty lines (% of population),2009,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2009,
Chile,Poverty headcount ratio at national poverty lines (% of population),2010,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2010,24.2
Germany,Poverty headcount ratio at national poverty lines (% of population),2010,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2010,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2010,
Japan,Poverty headcount ratio at national poverty lines (% of population),2010,
Poland,Poverty headcount ratio at national poverty lines (% of population),2010,17.7
United States,Poverty headcount ratio at national poverty lines (% of population),2010,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2010,53.2
Chile,Poverty headcount ratio at national poverty lines (% of population),2011,21.7
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2011,24.8
Germany,Poverty headcount ratio at national poverty lines (% of population),2011,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2011,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2011,
Japan,Poverty headcount ratio at national poverty lines (% of population),2011,
Poland,Poverty headcount ratio at national poverty lines (% of population),2011,17.1
United States,Poverty headcount ratio at national poverty lines (% of population),2011,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2011,
Chile,Poverty headcount ratio at national poverty lines (% of population),2012,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2012,23.5
Germany,Poverty headcount ratio at national poverty lines (% of population),2012,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2012,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2012,24.2
Japan,Poverty headcount ratio at national poverty lines (% of population),2012,
Poland,Poverty headcount ratio at national poverty lines (% of population),2012,17.3
United States,Poverty headcount ratio at national poverty lines (% of population),2012,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2012,
Chile,Poverty headcount ratio at national poverty lines (% of population),2013,13.9
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2013,23.3
Germany,Poverty headcount ratio at national poverty lines (% of population),2013,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2013,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2013,
Japan,Poverty headcount ratio at national poverty lines (% of population),2013,
Poland,Poverty headcount ratio at national poverty lines (% of population),2013,17.0
United States,Poverty headcount ratio at national poverty lines (% of population),2013,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2013,
Chile,Poverty headcount ratio at national poverty lines (% of population),2014,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2014,24.6
Germany,Poverty headcount ratio at national poverty lines (% of population),2014,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2014,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2014,
Japan,Poverty headcount ratio at national poverty lines (% of population),2014,
Poland,Poverty headcount ratio at national poverty lines (% of population),2014,17.6
United States,Poverty headcount ratio at national poverty lines (% of population),2014,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2014,55.5
Chile,Poverty headcount ratio at national poverty lines (% of population),2015,11.2
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2015,23.6
Germany,Poverty headcount ratio at national poverty lines (% of population),2015,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2015,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2015,
Japan,Poverty headcount ratio at national poverty lines (% of population),2015,
Poland,Poverty headcount ratio at national poverty lines (% of population),2015,17.3
United States,Poverty headcount ratio at national poverty lines (% of population),2015,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2015,
Chile,Poverty headcount ratio at national poverty lines (% of population),2016,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2016,22.9
Germany,Poverty headcount ratio at national poverty lines (% of population),2016,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2016,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2016,23.4
Japan,Poverty headcount ratio at national poverty lines (% of population),2016,
Poland,Poverty headcount ratio at national poverty lines (% of population),2016,15.0
United States,Poverty headcount ratio at national poverty lines (% of population),2016,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2016,
Chile,Poverty headcount ratio at national poverty lines (% of population),2017,8.5
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2017,22.1
Germany,Poverty headcount ratio at national poverty lines (% of population),2017,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2017,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2017,
Japan,Poverty headcount ratio at national poverty lines (% of population),2017,
Poland,Poverty headcount ratio at national poverty lines (% of population),2017,14.8
United States,Poverty headcount ratio at national poverty lines (% of population),2017,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2017,
Chile,Poverty headcount ratio at national poverty lines (% of population),2018,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2018,22.9
Germany,Poverty headcount ratio at national poverty lines (% of population),2018,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2018,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2018,
Japan,Poverty headcount ratio at national poverty lines (% of population),2018,
Poland,Poverty headcount ratio at national poverty lines (% of population),2018,15.4
United States,Poverty headcount ratio at national poverty lines (% of population),2018,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2018,
Chile,Poverty headcount ratio at national poverty lines (% of population),2019,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2019,23.9
Germany,Poverty headcount ratio at national poverty lines (% of population),2019,16.1
Denmark,Poverty headcount ratio at national poverty lines (% of population),2019,12.1
Ghana,Poverty headcount ratio at national poverty lines (% of population),2019,
Japan,Poverty headcount ratio at national poverty lines (% of population),2019,
Poland,Poverty headcount ratio at national poverty lines (% of population),2019,14.8
United States,Poverty headcount ratio at national poverty lines (% of population),2019,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2019,
Chile,Poverty headcount ratio at national poverty lines (% of population),2020,10.7
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2020,30.0
Germany,Poverty headcount ratio at national poverty lines (% of population),2020,16.0
Denmark,Poverty headcount ratio at national poverty lines (% of population),2020,12.3
Ghana,Poverty headcount ratio at national poverty lines (% of population),2020,
Japan,Poverty headcount ratio at national poverty lines (% of population),2020,
Poland,Poverty headcount ratio at national poverty lines (% of population),2020,11.8
United States,Poverty headcount ratio at national poverty lines (% of population),2020,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2020,
Chile,Poverty headcount ratio at national poverty lines (% of population),2021,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2021,26.2
Germany,Poverty headcount ratio at national poverty lines (% of population),2021,14.8
Denmark,Poverty headcount ratio at national poverty lines (% of population),2021,12.4
Ghana,Poverty headcount ratio at national poverty lines (% of population),2021,
Japan,Poverty headcount ratio at national poverty lines (% of population),2021,
Poland,Poverty headcount ratio at national poverty lines (% of population),2021,12.1
United States,Poverty headcount ratio at national poverty lines (% of population),2021,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2021,
Chile,Poverty headcount ratio at national poverty lines (% of population),2022,6.5
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2022,25.5
Germany,Poverty headcount ratio at national poverty lines (% of population),2022,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2022,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2022,
Japan,Poverty headcount ratio at national poverty lines (% of population),2022,
Poland,Poverty headcount ratio at national poverty lines (% of population),2022,11.7
United States,Poverty headcount ratio at national poverty lines (% of population),2022,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2022,
Chile,Poverty headcount ratio at national poverty lines (% of population),2023,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2023,24.4
Germany,Poverty headcount ratio at national poverty lines (% of population),2023,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2023,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2023,
Japan,Poverty headcount ratio at national poverty lines (% of population),2023,
Poland,Poverty headcount ratio at national poverty lines (% of population),2023,12.2
United States,Poverty headcount ratio at national poverty lines (% of population),2023,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2023,
Chile,Poverty headcount ratio at national poverty lines (% of population),2024,
Costa Rica,Poverty headcount ratio at national poverty lines (% of population),2024,20.3
Germany,Poverty headcount ratio at national poverty lines (% of population),2024,
Denmark,Poverty headcount ratio at national poverty lines (% of population),2024,
Ghana,Poverty headcount ratio at national poverty lines (% of population),2024,
Japan,Poverty headcount ratio at national poverty lines (% of population),2024,
Poland,Poverty headcount ratio at national poverty lines (% of population),2024,13.3
United States,Poverty headcount ratio at national poverty lines (% of population),2024,
South Africa,Poverty headcount ratio at national poverty lines (% of population),2024,
Chile,"Birth rate, crude (per 1,000 people)",1980,23.234
Costa Rica,"Birth rate, crude (per 1,000 people)",1980,30.364
Germany,"Birth rate, crude (per 1,000 people)",1980,11.1
Denmark,"Birth rate, crude (per 1,000 people)",1980,11.2
Ghana,"Birth rate, crude (per 1,000 people)",1980,44.128
Japan,"Birth rate, crude (per 1,000 people)",1980,13.6
Poland,"Birth rate, crude (per 1,000 people)",1980,19.6
United States,"Birth rate, crude (per 1,000 people)",1980,15.9
South Africa,"Birth rate, crude (per 1,000 people)",1980,34.663
Chile,"Birth rate, crude (per 1,000 people)",1981,22.951
Costa Rica,"Birth rate, crude (per 1,000 people)",1981,30.416
Germany,"Birth rate, crude (per 1,000 people)",1981,11.0
Denmark,"Birth rate, crude (per 1,000 people)",1981,10.4
Ghana,"Birth rate, crude (per 1,000 people)",1981,43.933
Japan,"Birth rate, crude (per 1,000 people)",1981,13.0
Poland,"Birth rate, crude (per 1,000 people)",1981,19.0
United States,"Birth rate, crude (per 1,000 people)",1981,15.8
South Africa,"Birth rate, crude (per 1,000 people)",1981,34.585
Chile,"Birth rate, crude (per 1,000 people)",1982,22.721
Costa Rica,"Birth rate, crude (per 1,000 people)",1982,30.485
Germany,"Birth rate, crude (per 1,000 people)",1982,11.0
Denmark,"Birth rate, crude (per 1,000 people)",1982,10.3
Ghana,"Birth rate, crude (per 1,000 people)",1982,43.575
Japan,"Birth rate, crude (per 1,000 people)",1982,12.8
Poland,"Birth rate, crude (per 1,000 people)",1982,19.5
United States,"Birth rate, crude (per 1,000 people)",1982,15.9
South Africa,"Birth rate, crude (per 1,000 people)",1982,34.797
Chile,"Birth rate, crude (per 1,000 people)",1983,22.588
Costa Rica,"Birth rate, crude (per 1,000 people)",1983,30.517
Germany,"Birth rate, crude (per 1,000 people)",1983,10.6
Denmark,"Birth rate, crude (per 1,000 people)",1983,9.9
Ghana,"Birth rate, crude (per 1,000 people)",1983,43.35
Japan,"Birth rate, crude (per 1,000 people)",1983,12.7
Poland,"Birth rate, crude (per 1,000 people)",1983,19.8
United States,"Birth rate, crude (per 1,000 people)",1983,15.6
South Africa,"Birth rate, crude (per 1,000 people)",1983,34.631
Chile,"Birth rate, crude (per 1,000 people)",1984,22.533
Costa Rica,"Birth rate, crude (per 1,000 people)",1984,30.52
Germany,"Birth rate, crude (per 1,000 people)",1984,10.4
Denmark,"Birth rate, crude (per 1,000 people)",1984,10.1
Ghana,"Birth rate, crude (per 1,000 people)",1984,43.383
Japan,"Birth rate, crude (per 1,000 people)",1984,12.5
Poland,"Birth rate, crude (per 1,000 people)",1984,19.0
United States,"Birth rate, crude (per 1,000 people)",1984,15.6
South Africa,"Birth rate, crude (per 1,000 people)",1984,34.527
Chile,"Birth rate, crude (per 1,000 people)",1985,22.499
Costa Rica,"Birth rate, crude (per 1,000 people)",1985,30.417
Germany,"Birth rate, crude (per 1,000 people)",1985,10.5
Denmark,"Birth rate, crude (per 1,000 people)",1985,10.5
Ghana,"Birth rate, crude (per 1,000 people)",1985,43.081
Japan,"Birth rate, crude (per 1,000 people)",1985,11.9
Poland,"Birth rate, crude (per 1,000 people)",1985,18.3
United States,"Birth rate, crude (per 1,000 people)",1985,15.8
South Africa,"Birth rate, crude (per 1,000 people)",1985,34.246
Chile,"Birth rate, crude (per 1,000 people)",1986,22.514
Costa Rica,"Birth rate, crude (per 1,000 people)",1986,29.846
Germany,"Birth rate, crude (per 1,000 people)",1986,10.9
Denmark,"Birth rate, crude (per 1,000 people)",1986,10.8
Ghana,"Birth rate, crude (per 1,000 people)",1986,42.724
Japan,"Birth rate, crude (per 1,000 people)",1986,11.4
Poland,"Birth rate, crude (per 1,000 people)",1986,17.0
United States,"Birth rate, crude (per 1,000 people)",1986,15.6
South Africa,"Birth rate, crude (per 1,000 people)",1986,33.597
Chile,"Birth rate, crude (per 1,000 people)",1987,22.506
Costa Rica,"Birth rate, crude (per 1,000 people)",1987,29.111
Germany,"Birth rate, crude (per 1,000 people)",1987,11.2
Denmark,"Birth rate, crude (per 1,000 people)",1987,11.0
Ghana,"Birth rate, crude (per 1,000 people)",1987,42.228
Japan,"Birth rate, crude (per 1,000 people)",1987,11.1
Poland,"Birth rate, crude (per 1,000 people)",1987,16.1
United States,"Birth rate, crude (per 1,000 people)",1987,15.7
South Africa,"Birth rate, crude (per 1,000 people)",1987,33.198
Chile,"Birth rate, crude (per 1,000 people)",1988,22.455
Costa Rica,"Birth rate, crude (per 1,000 people)",1988,28.327
Germany,"Birth rate, crude (per 1,000 people)",1988,11.4
Denmark,"Birth rate, crude (per 1,000 people)",1988,11.5
Ghana,"Birth rate, crude (per 1,000 people)",1988,41.495
Japan,"Birth rate, crude (per 1,000 people)",1988,10.8
Poland,"Birth rate, crude (per 1,000 people)",1988,15.6
United States,"Birth rate, crude (per 1,000 people)",1988,16.0
South Africa,"Birth rate, crude (per 1,000 people)",1988,31.976
Chile,"Birth rate, crude (per 1,000 people)",1989,22.349
Costa Rica,"Birth rate, crude (per 1,000 people)",1989,27.463
Germany,"Birth rate, crude (per 1,000 people)",1989,11.2
Denmark,"Birth rate, crude (per 1,000 people)",1989,12.0
Ghana,"Birth rate, crude (per 1,000 people)",1989,40.89
Japan,"Birth rate, crude (per 1,000 people)",1989,10.2
Poland,"Birth rate, crude (per 1,000 people)",1989,14.9
United States,"Birth rate, crude (per 1,000 people)",1989,16.4
South Africa,"Birth rate, crude (per 1,000 people)",1989,30.576
Chile,"Birth rate, crude (per 1,000 people)",1990,22.136
Costa Rica,"Birth rate, crude (per 1,000 people)",1990,26.653
Germany,"Birth rate, crude (per 1,000 people)",1990,11.4
Denmark,"Birth rate, crude (per 1,000 people)",1990,12.3
Ghana,"Birth rate, crude (per 1,000 people)",1990,40.473
Japan,"Birth rate, crude (per 1,000 people)",1990,10.0
Poland,"Birth rate, crude (per 1,000 people)",1990,14.4
United States,"Birth rate, crude (per 1,000 people)",1990,16.7
South Africa,"Birth rate, crude (per 1,000 people)",1990,28.735
Chile,"Birth rate, crude (per 1,000 people)",1991,21.808
Costa Rica,"Birth rate, crude (per 1,000 people)",1991,25.702
Germany,"Birth rate, crude (per 1,000 people)",1991,10.4
Denmark,"Birth rate, crude (per 1,000 people)",1991,12.5
Ghana,"Birth rate, crude (per 1,000 people)",1991,39.897
Japan,"Birth rate, crude (per 1,000 people)",1991,9.9
Poland,"Birth rate, crude (per 1,000 people)",1991,14.3
United States,"Birth rate, crude (per 1,000 people)",1991,16.2
South Africa,"Birth rate, crude (per 1,000 people)",1991,28.075
Chile,"Birth rate, crude (per 1,000 people)",1992,20.966
Costa Rica,"Birth rate, crude (per 1,000 people)",1992,24.958
Germany,"Birth rate, crude (per 1,000 people)",1992,10.0
Denmark,"Birth rate, crude (per 1,000 people)",1992,13.1
Ghana,"Birth rate, crude (per 1,000 people)",1992,39.203
Japan,"Birth rate, crude (per 1,000 people)",1992,9.8
Poland,"Birth rate, crude (per 1,000 people)",1992,13.4
United States,"Birth rate, crude (per 1,000 people)",1992,15.8
South Africa,"Birth rate, crude (per 1,000 people)",1992,27.017
Chile,"Birth rate, crude (per 1,000 people)",1993,20.413
Costa Rica,"Birth rate, crude (per 1,000 people)",1993,24.274
Germany,"Birth rate, crude (per 1,000 people)",1993,9.8
Denmark,"Birth rate, crude (per 1,000 people)",1993,13.0
Ghana,"Birth rate, crude (per 1,000 people)",1993,38.491
Japan,"Birth rate, crude (per 1,000 people)",1993,9.6
Poland,"Birth rate, crude (per 1,000 people)",1993,12.9
United States,"Birth rate, crude (per 1,000 people)",1993,15.4
South Africa,"Birth rate, crude (per 1,000 people)",1993,26.612
Chile,"Birth rate, crude (per 1,000 people)",1994,19.823
Costa Rica,"Birth rate, crude (per 1,000 people)",1994,23.638
Germany,"Birth rate, crude (per 1,000 people)",1994,9.5
Denmark,"Birth rate, crude (per 1,000 people)",1994,13.4
Ghana,"Birth rate, crude (per 1,000 people)",1994,37.493
Japan,"Birth rate, crude (per 1,000 people)",1994,10.0
Poland,"Birth rate, crude (per 1,000 people)",1994,12.5
United States,"Birth rate, crude (per 1,000 people)",1994,15.0
South Africa,"Birth rate, crude (per 1,000 people)",1994,24.579
Chile,"Birth rate, crude (per 1,000 people)",1995,19.473
Costa Rica,"Birth rate, crude (per 1,000 people)",1995,22.977
Germany,"Birth rate, crude (per 1,000 people)",1995,9.4
Denmark,"Birth rate, crude (per 1,000 people)",1995,13.3
Ghana,"Birth rate, crude (per 1,000 people)",1995,36.727
Japan,"Birth rate, crude (per 1,000 people)",1995,9.6
Poland,"Birth rate, crude (per 1,000 people)",1995,11.2
United States,"Birth rate, crude (per 1,000 people)",1995,14.6
South Africa,"Birth rate, crude (per 1,000 people)",1995,25.612
Chile,"Birth rate, crude (per 1,000 people)",1996,18.753
Costa Rica,"Birth rate, crude (per 1,000 people)",1996,22.189
Germany,"Birth rate, crude (per 1,000 people)",1996,9.7
Denmark,"Birth rate, crude (per 1,000 people)",1996,12.9
Ghana,"Birth rate, crude (per 1,000 people)",1996,35.838
Japan,"Birth rate, crude (per 1,000 people)",1996,9.7
Poland,"Birth rate, crude (per 1,000 people)",1996,11.1
United States,"Birth rate, crude (per 1,000 people)",1996,14.4
South Africa,"Birth rate, crude (per 1,000 people)",1996,24.857
Chile,"Birth rate, crude (per 1,000 people)",1997,17.942
Costa Rica,"Birth rate, crude (per 1,000 people)",1997,21.481
Germany,"Birth rate, crude (per 1,000 people)",1997,9.9
Denmark,"Birth rate, crude (per 1,000 people)",1997,12.8
Ghana,"Birth rate, crude (per 1,000 people)",1997,35.6
Japan,"Birth rate, crude (per 1,000 people)",1997,9.5
Poland,"Birth rate, crude (per 1,000 people)",1997,10.7
United States,"Birth rate, crude (per 1,000 people)",1997,14.2
South Africa,"Birth rate, crude (per 1,000 people)",1997,23.909
Chile,"Birth rate, crude (per 1,000 people)",1998,17.372
Costa Rica,"Birth rate, crude (per 1,000 people)",1998,21.041
Germany,"Birth rate, crude (per 1,000 people)",1998,9.6
Denmark,"Birth rate, crude (per 1,000 people)",1998,12.5
Ghana,"Birth rate, crude (per 1,000 people)",1998,35.468
Japan,"Birth rate, crude (per 1,000 people)",1998,9.6
Poland,"Birth rate, crude (per 1,000 people)",1998,10.2
United States,"Birth rate, crude (per 1,000 people)",1998,14.3
South Africa,"Birth rate, crude (per 1,000 people)",1998,23.151
Chile,"Birth rate, crude (per 1,000 people)",1999,16.655
Costa Rica,"Birth rate, crude (per 1,000 people)",1999,20.736
Germany,"Birth rate, crude (per 1,000 people)",1999,9.4
Denmark,"Birth rate, crude (per 1,000 people)",1999,12.4
Ghana,"Birth rate, crude (per 1,000 people)",1999,35.552
Japan,"Birth rate, crude (per 1,000 people)",1999,9.4
Poland,"Birth rate, crude (per 1,000 people)",1999,9.9
United States,"Birth rate, crude (per 1,000 people)",1999,14.2
South Africa,"Birth rate, crude (per 1,000 people)",1999,22.7
Chile,"Birth rate, crude (per 1,000 people)",2000,16.322
